Time,Position_N,Position_E,Position_D,Flight path angle,Heading angle,Total angle of attack,Bank angle,Ground speed,Lateral acceleration (command),Lateral acceleration (response),Bank angle (command),Bank angle (response),Drag force,Thrust force,Gravitational acceleration,Yaw,Pitch,Roll,Elevation,Azimuth
1.06,270.1252237,9.086199395,-1901.71725,2.02497671,1.784363797,14.22433333,-3.098407751,258.3380245,2.549290532,2.664931151,-3.288735317,-3.098407751,101756.9057,169952.2856,9.813740403,0.991794926,16.22788768,-3.225093719,27.20045771,-2.813308971
1.07,272.7058989,9.16651712,-1901.809494,2.067260756,1.780888498,14.22408475,-3.110763411,258.3762956,2.549290532,2.665649542,-3.303753077,-3.110763411,101786.1153,169318.289,9.813740119,0.985006117,16.26974832,-3.238560428,27.2454486,-2.816961098
1.08,275.28689,9.246687682,-1901.903657,2.10952838,1.777400244,14.22271896,-3.123306126,258.4140678,2.549290532,2.666147776,-3.318998623,-3.123306126,101814.9163,168691.2262,9.813739829,0.978220954,16.31047379,-3.252208142,27.28931139,-2.820642679
1.09,277.8681906,9.326710265,-1901.999738,2.151774805,1.77389909,14.22029617,-3.136036688,258.4513466,2.549290532,2.666437068,-3.334475116,-3.136036688,101843.3125,168071.0311,9.813739533,0.971436588,16.3501194,-3.266038344,27.33210143,-2.824355373
1.1,280.4497945,9.406584056,-1902.097736,2.193995521,1.77038508,14.21687493,-3.148956188,258.4881371,2.549290532,2.666528348,-3.350185877,-3.148956188,101871.3079,167457.6386,9.813739232,0.964650138,16.38873913,-3.280052829,27.37387274,-2.828100897
1.11,283.0316956,9.486308247,-1902.197652,2.236186279,1.766858243,14.21251221,-3.162065994,258.5244444,2.549290532,2.666432256,-3.366134386,-3.162065994,101898.9064,166850.9849,9.813738924,0.957858693,16.42638557,-3.294253682,27.41467794,-2.831881027
1.12,285.6138875,9.565882035,-1902.299483,2.278343086,1.763318599,14.20726337,-3.175367742,258.5602737,2.549290532,2.666159147,-3.382324291,-3.175367742,101926.1119,166251.0068,9.81373861,0.951059316,16.46310998,-3.308643259,27.45456833,-2.835697588
1.13,288.1963643,9.64530462,-1902.403228,2.320462194,1.759766153,14.20118214,-3.188863314,258.59563,2.549290532,2.665719086,-3.398759411,-3.188863314,101952.9282,165657.6422,9.813738291,0.944249051,16.49896224,-3.323224173,27.49359378,-2.839552455
1.14,290.7791199,9.724575202,-1902.508886,2.362540092,1.756200898,14.19432066,-3.202554826,258.6305182,2.549290532,2.665121851,-3.415443738,-3.202554826,101979.359,165070.8299,9.813737965,0.937424926,16.53399087,-3.337999275,27.53180281,-2.843447548
1.15,293.3621484,9.803692988,-1902.616455,2.404573502,1.752622814,14.18672946,-3.216444616,258.6649431,2.549290532,2.664376929,-3.432381444,-3.216444616,102005.408,164490.5096,9.813737634,0.930583956,16.56824301,-3.352971641,27.56924257,-2.847384826
1.16,295.9454437,9.882657183,-1902.725933,2.446559371,1.749031869,14.1784575,-3.230535229,258.6989096,2.549290532,2.663493524,-3.449576887,-3.230535229,102031.0789,163916.6219,9.813737297,0.923723149,16.60176443,-3.368144562,27.60595883,-2.851366285
1.17,298.5290001,9.961466994,-1902.837319,2.48849486,1.745428019,14.16955215,-3.24482941,258.7324225,2.549290532,2.662480552,-3.467034612,-3.24482941,102056.3754,163349.1081,9.813736954,0.916839503,16.63459954,-3.38352153,27.64199597,-2.85539396
1.18,301.1128117,10.04012163,-1902.950609,2.530377341,1.741811208,14.1600592,-3.259330093,258.7654864,2.549290532,2.661346644,-3.484759364,-3.259330093,102081.301,162787.9104,9.813736605,0.909930018,16.66679139,-3.399106226,27.67739702,-2.859469916
1.19,303.6968728,10.11862029,-1903.065803,2.572204386,1.738181365,14.14999898,-3.274040395,258.798106,2.531658257,2.66009565,-3.502756085,-3.274040395,102105.8592,162232.9721,9.81373625,0.902993178,16.69835779,-3.414902089,27.71217971,-2.863595621
1.2,306.2811777,10.1969622,-1903.182897,2.613973388,1.734538431,14.13929251,-3.288963607,258.8302859,2.513257266,2.658712756,-3.521029779,-3.288963607,102130.0536,161684.2359,9.813735889,0.89603363,16.72921723,-3.430910958,27.74626229,-2.867769988
1.21,308.8657208,10.27514654,-1903.30189,2.655681323,1.73088237,14.12783742,-3.304103186,258.8620307,2.494828896,2.657178735,-3.539585412,-3.304103186,102153.8877,161141.6446,9.813735523,0.889057584,16.75926446,-3.447134374,27.7795392,-2.871991329
1.22,311.4504964,10.35317255,-1903.422778,2.697324727,1.727213168,14.11553766,-3.319462752,258.893345,2.476374526,2.655475535,-3.558427893,-3.319462752,102177.3651,160605.1402,9.813735151,0.882070982,16.78840009,-3.463574104,27.81191073,-2.876258127
1.23,314.0354992,10.43103941,-1903.545558,2.738899723,1.723530837,14.10230366,-3.335046075,258.9242335,2.457895691,2.653586308,-3.577562081,-3.335046075,102200.4894,160074.6643,9.813734773,0.875079484,16.81653079,-3.480232131,27.84328324,-2.880569045
1.24,316.6207236,10.50874636,-1903.670228,2.780402044,1.719835411,14.08805211,-3.350857066,258.9547008,2.439394071,2.651495373,-3.596992781,-3.350857066,102223.264,159550.158,9.813734389,0.868088476,16.84356909,-3.497110651,27.87356894,-2.884922917
1.25,319.2061643,10.58629261,-1903.796785,2.82182707,1.716126944,14.07270578,-3.366899768,258.9847516,2.420871483,2.649188186,-3.61672475,-3.366899768,102245.6927,159031.5622,9.813733999,0.861103077,16.86943326,-3.514212055,27.90268578,-2.889318752
1.26,321.7918158,10.66367738,-1903.925225,2.863169846,1.712405511,14.05619331,-3.383178346,259.0143904,2.402329868,2.646651293,-3.636762699,-3.383178346,102267.7789,158518.8175,9.813733603,0.85412815,16.89404707,-3.531538927,27.93055722,-2.893755718
1.27,324.3776731,10.74089992,-1904.055544,2.904425113,1.708671204,14.038449,-3.399697072,259.0436219,2.383771288,2.643872307,-3.657111298,-3.399697072,102289.5262,158011.8642,9.813733202,0.847168309,16.91733966,-3.549094023,27.95711207,-2.898233148
1.28,326.9637308,10.81795945,-1904.187739,2.945587334,1.704924135,14.01941265,-3.41646032,259.0724507,2.36519791,2.64083986,-3.677775172,-3.41646032,102310.9382,157510.6424,9.813732795,0.840227927,16.93924537,-3.566880268,27.98228435,-2.902750528
1.29,329.5499838,10.89485523,-1904.321805,2.986650713,1.701164431,13.99902932,-3.433472552,259.1008814,2.346612001,2.637543579,-3.69875891,-3.433472552,102332.0185,157015.0924,9.813732382,0.833311147,16.95970354,-3.584900739,28.00601308,-2.907307495
1.3,332.1364272,10.97158652,-1904.457738,3.027609225,1.697392233,13.97724917,-3.450738308,259.1289186,2.328015922,2.633974044,-3.720067064,-3.450738308,102352.7707,156525.1539,9.813731963,0.826421887,16.97865841,-3.603158657,28.02824216,-2.911903832
1.31,334.7230558,11.04815257,-1904.595532,3.068456632,1.693607701,13.95402729,-3.468262198,259.1565668,2.309412116,2.630122759,-3.741704149,-3.468262198,102373.1982,156040.767,9.813731539,0.819563852,16.99605887,-3.621657376,28.04892016,-2.916539463
1.32,337.3098648,11.12455268,-1904.735184,3.109186509,1.689811004,13.92932347,-3.486048889,259.1838307,2.290803102,2.625982115,-3.76367465,-3.486048889,102393.3047,155561.8717,9.813731109,0.812740537,17.01185836,-3.64040037,28.0680002,-2.921214447
1.33,339.8968494,11.20078613,-1904.876687,3.149792266,1.686002327,13.90310208,-3.504103096,259.2107147,2.272191469,2.621545363,-3.785983018,-3.504103096,102413.0937,155088.408,9.813730673,0.805955241,17.02601473,-3.659391228,28.08543977,-2.925928974
1.34,342.4840048,11.27685221,-1905.020037,3.19026716,1.682181864,13.87533185,-3.522429577,259.2372233,2.253579867,2.616806575,-3.808633679,-3.522429577,102432.5686,154620.316,9.813730231,0.799211071,17.03849,-3.678633636,28.10120059,-2.930683361
1.35,345.0713262,11.35275024,-1905.165226,3.230604325,1.678349823,13.84598571,-3.541033119,259.263361,2.234971,2.611760617,-3.831631026,-3.541033119,102451.7331,154157.5362,9.813729784,0.792510952,17.04925031,-3.698131377,28.11524843,-2.935478043
1.36,347.6588091,11.42847955,-1905.312249,3.270796783,1.674506421,13.81504063,-3.559918536,259.2891322,2.216367621,2.606403116,-3.85497943,-3.559918536,102470.5906,153700.0089,9.813729331,0.785857631,17.05826569,-3.717888317,28.12755302,-2.940313575
1.37,350.2464489,11.50403947,-1905.4611,3.310837462,1.670651884,13.78247746,-3.579090657,259.3145415,2.197772524,2.600730433,-3.878683235,-3.579090657,102489.1446,153247.6748,9.813728873,0.779253687,17.06550995,-3.737908395,28.13808782,-2.94519062
1.38,352.8342412,11.57942935,-1905.61177,3.350719219,1.666786447,13.74828075,-3.598554321,259.3395931,2.179188539,2.594739627,-3.902746761,-3.598554321,102507.3985,152800.475,9.813728409,0.772701539,17.07096056,-3.758195622,28.14682995,-2.950109951
1.39,355.4221815,11.65464857,-1905.764254,3.390434848,1.662910355,13.7124386,-3.618314371,259.3642914,2.160618528,2.588428432,-3.927174308,-3.618314371,102525.3559,152358.3507,9.813727939,0.766203449,17.07459842,-3.778754068,28.15375999,-2.955072441
1.4,358.0102656,11.72969649,-1905.918542,3.429977102,1.659023859,13.67494251,-3.638375648,259.3886408,2.142065375,2.581795225,-3.951970153,-3.638375648,102543.02,151921.2433,9.813727464,0.759761532,17.07640785,-3.799587855,28.1588619,-2.96007906
1.41,360.5984891,11.80457252,-1906.074628,3.469338703,1.655127217,13.63578722,-3.658742989,259.4126455,2.123531983,2.574838997,-3.977138553,-3.658742989,102560.3944,151489.0949,9.813726983,0.753377762,17.07637633,-3.820701157,28.16212282,-2.965130874
1.42,363.1868481,11.87927606,-1906.232504,3.50851236,1.651220695,13.59497057,-3.679421216,259.4363098,2.105021269,2.567559329,-4.002683746,-3.679421216,102577.4824,151061.8477,9.813726497,0.747053976,17.07449444,-3.842098187,28.163533,-2.970229034
1.43,365.7753383,11.95380653,-1906.392159,3.547490781,1.647304563,13.55249337,-3.700415137,259.459638,2.086536162,2.559956364,-4.028609951,-3.700415137,102594.2873,150639.4442,9.813726006,0.740791881,17.07075571,-3.863783198,28.16308562,-2.975374777
1.44,368.3639558,12.02816338,-1906.553586,3.586266684,1.643379098,13.50835922,-3.721729543,259.4826342,2.06807959,2.552030778,-4.054921369,-3.721729543,102610.8125,150221.8278,9.813725508,0.734593061,17.0651565,-3.885760473,28.16077668,-2.980569422
1.45,370.9526967,12.10234606,-1906.716775,3.624832811,1.639444581,13.46257441,-3.743369201,259.5053025,2.049654485,2.543783757,-4.081622185,-3.743369201,102627.0613,149808.9417,9.813725006,0.72845898,17.05769585,-3.908034324,28.15660489,-2.985814361
1.46,373.5415571,12.17635405,-1906.881717,3.663181942,1.635501298,13.41514776,-3.765338855,259.5276471,2.031263773,2.535216973,-4.108716565,-3.765338855,102643.0369,149400.73,9.813724498,0.72239099,17.04837539,-3.930609089,28.15057151,-2.991111059
1.47,376.1305332,12.25018682,-1907.048402,3.7013069,1.631549538,13.36609051,-3.787643222,259.549672,2.012910372,2.526332557,-4.136208661,-3.787643222,102658.7427,148997.1371,9.813723984,0.716390332,17.03719921,-3.953489125,28.14268028,-2.996461049
1.48,378.7196215,12.32384389,-1907.216819,3.739200566,1.627589597,13.31541619,-3.81028699,259.5713812,1.994597186,2.517133076,-4.164102608,-3.81028699,102674.1819,148598.1081,9.813723466,0.710458146,17.02417371,-3.976678807,28.13293725,-3.00186593
1.49,381.3088183,12.39732478,-1907.386958,3.776855888,1.623621769,13.26314047,-3.833274818,259.5927788,1.976327106,2.50762151,-4.192402525,-3.833274818,102689.3576,148203.5882,9.813722942,0.70459547,17.00930755,-4.000182526,28.12135073,-3.00732736
1.5,383.8981202,12.47062901,-1907.558807,3.814265889,1.619646356,13.20928109,-3.856611334,259.6138686,1.958103001,2.49780123,-4.221112514,-3.856611334,102704.273,147813.5235,9.813722412,0.698803251,16.99261149,-4.024004685,28.1079311,-3.012847052
1.51,386.4875235,12.54375614,-1907.732356,3.851423678,1.615663659,13.15385769,-3.880301134,259.6346546,1.939927719,2.487675973,-4.250236664,-3.880301134,102718.9313,147427.8605,9.813721878,0.693082341,16.9740983,-4.048149699,28.09269078,-3.018426774
1.52,389.0770252,12.61670575,-1907.907593,3.888322455,1.611673984,13.09689172,-3.904348781,259.6551407,1.92180408,2.477249827,-4.279779046,-3.904348781,102733.3356,147046.5463,9.813721338,0.687433509,16.95378264,-4.072621989,28.07564407,-3.024068345
1.53,391.6666217,12.68947742,-1908.084507,3.924955522,1.607677636,13.03840635,-3.928758807,259.6753305,1.903734876,2.466527202,-4.309743715,-3.928758807,102747.489,146669.5283,9.813720793,0.681857439,16.93168097,-4.097425986,28.05680706,-3.029773628
1.54,394.2563101,12.76207075,-1908.263084,3.961316287,1.603674925,12.97842631,-3.953535709,259.695228,1.88572287,2.455512816,-4.340134711,-3.953535709,102761.3946,146296.7549,9.813720243,0.676354737,16.90781147,-4.122566125,28.03619755,-3.03554453
1.55,396.8460871,12.83448536,-1908.443313,3.997398275,1.599666159,12.91697784,-3.978683952,259.7148368,1.867770786,2.444211672,-4.370956056,-3.978683952,102775.0553,145928.1747,9.813719688,0.670925934,16.8821939,-4.148046845,28.01383493,-3.041382997
1.56,399.4359498,12.90672089,-1908.62518,4.03319513,1.595651649,12.85408855,-4.004207969,259.7341606,1.849881316,2.43262904,-4.402211755,-4.004207969,102788.4741,145563.7371,9.813719128,0.665571487,16.85484953,-4.173872588,27.9897401,-3.047291011
1.57,402.0258952,12.978777,-1908.808673,4.068700624,1.591631707,12.78978737,-4.030112159,259.753203,1.83205711,2.420770439,-4.433905795,-4.030112159,102801.6541,145203.3919,9.813718563,0.660291785,16.82580105,-4.200047798,27.96393536,-3.05327059
1.58,404.6159205,13.05065335,-1908.993779,4.10390866,1.587606645,12.72410438,-4.056400891,259.7719677,1.814300777,2.408641618,-4.466042145,-4.056400891,102814.5982,144847.0896,9.813717993,0.655087152,16.79507246,-4.226576922,27.93644434,-3.059323779
1.59,407.2060228,13.12234963,-1909.180483,4.138813278,1.583576775,12.65707079,-4.0830785,259.7904582,1.796614886,2.396248539,-4.498624755,-4.0830785,102827.3093,144494.7813,9.813717418,0.649957848,16.76268902,-4.253464404,27.9072919,-3.065452653
1.6,409.7961995,13.19386555,-1909.368772,4.173408662,1.579542409,12.58871881,-4.110149292,259.8086779,1.779001957,2.383597359,-4.531657551,-4.110149292,102839.7903,144146.4188,9.813716838,0.644904074,16.72867713,-4.28071469,27.87650406,-3.071659311
1.61,412.3864479,13.26520083,-1909.558631,4.20768914,1.575503861,12.51908159,-4.137617541,259.8266304,1.761464465,2.370694417,-4.565144443,-4.137617541,102852.0439,143801.9542,9.813716253,0.639925971,16.69306426,-4.308332224,27.84410789,-3.077945871
1.62,414.9767655,13.33635521,-1909.750047,4.241649189,1.571461441,12.44819312,-4.165487493,259.8443191,1.744004838,2.357546213,-4.599089315,-4.165487493,102864.0731,143461.3404,9.813715664,0.635023629,16.65587888,-4.336321448,27.81013147,-3.084314475
1.63,417.5671499,13.40732844,-1909.943005,4.275283443,1.567415463,12.37608814,-4.193763361,259.8617474,1.726625453,2.344159399,-4.633496029,-4.193763361,102875.8806,143124.5308,9.81371507,0.630197083,16.61715038,-4.3646868,27.77460378,-3.090767277
1.64,420.1575986,13.4781203,-1910.137489,4.308586689,1.563366237,12.30280208,-4.222449334,259.8789186,1.709328636,2.330540758,-4.66836842,-4.222449334,102887.4692,142791.4796,9.813714471,0.62544632,16.57690898,-4.393432716,27.73755465,-3.097306447
1.65,422.7481093,13.54873057,-1910.333484,4.341553875,1.559314072,12.228371,-4.251549568,259.8958359,1.69211666,2.316697194,-4.703710298,-4.251549568,102898.8416,142462.1413,9.813713867,0.620771278,16.53518569,-4.422563627,27.69901465,-3.103934165
1.66,425.3386798,13.61915906,-1910.530976,4.374180111,1.555259279,12.15283149,-4.281068194,259.9125026,1.674991746,2.302635716,-4.739525446,-4.281068194,102910.0005,142136.4712,9.813713259,0.616171851,16.4920122,-4.45208396,27.65901509,-3.11065262
1.67,427.9293079,13.68940558,-1910.729948,4.406460669,1.551202166,12.0762206,-4.311009315,259.928922,1.65795606,2.288363428,-4.775817615,-4.311009315,102920.9486,141814.4251,9.813712646,0.611647889,16.44742085,-4.481998135,27.61758787,-3.117464008
1.68,430.5199915,13.75946999,-1910.930385,4.438390989,1.547143039,11.9985758,-4.341377005,259.9450972,1.641011712,2.273887512,-4.812590527,-4.341377005,102931.6884,141495.9594,9.813712029,0.607199201,16.40144454,-4.512310565,27.57476549,-3.124370528
1.69,433.1107287,13.82935213,-1911.13227,4.469966678,1.543082203,11.91993489,-4.372175314,259.9610312,1.624160758,2.259215218,-4.849847869,-4.372175314,102942.2227,141181.0311,9.813711407,0.602825558,16.35411669,-4.543025657,27.53058092,-3.131374381
1.7,435.7015175,13.89905187,-1911.335588,4.501183511,1.539019963,11.84033595,-4.403408263,259.9767273,1.607405194,2.244353852,-4.887593293,-4.403408263,102952.554,140869.5977,9.813710781,0.598526693,16.30547116,-4.574147807,27.4850676,-3.138477766
1.71,438.2923559,13.96856911,-1911.540323,4.532037433,1.534956621,11.75981729,-4.435079847,259.9921884,1.590746962,2.229310765,-4.925830414,-4.435079847,102962.6848,140561.6173,9.81371015,0.594302304,16.2555422,-4.605681404,27.43825934,-3.145682882
1.72,440.8832423,14.03790373,-1911.746457,4.56252456,1.530892476,11.67841738,-4.467194034,260.0074176,1.574187943,2.214093342,-4.964562809,-4.467194034,102972.6177,140257.0486,9.813709515,0.590152055,16.2043644,-4.637630824,27.39019028,-3.152991921
1.73,443.4741748,14.10705567,-1911.953973,4.592641178,1.526827828,11.59617478,-4.499754765,260.0224177,1.557729962,2.198708992,-5.003794011,-4.499754765,102982.3552,139955.8508,9.813708876,0.586075579,16.15197261,-4.670000431,27.34089486,-3.160407066
1.74,446.0651519,14.17602485,-1912.162855,4.622383745,1.522762972,11.51312814,-4.532765955,260.0371918,1.541374785,2.183165135,-5.043527511,-4.532765955,102991.8996,139657.9838,9.813708233,0.582072479,16.09840194,-4.702794576,27.2904077,-3.167930495
1.75,448.6561719,14.24481122,-1912.373087,4.65174889,1.518698203,11.42931609,-4.566231489,260.0517426,1.525124118,2.167469198,-5.083766752,-4.566231489,103001.2536,139363.4078,9.813707585,0.578142329,16.04368766,-4.736017594,27.23876364,-3.175564372
1.76,451.2472333,14.31341475,-1912.584649,4.680733415,1.514633813,11.34477724,-4.600155225,260.0660731,1.50897961,2.1516286,-5.124515128,-4.600155225,103010.4194,139072.0836,9.813706934,0.574284676,15.98786517,-4.769673805,27.18599762,-3.183310847
1.77,453.8383346,14.38183542,-1912.797526,4.709334291,1.510570092,11.25955011,-4.634540993,260.0801861,1.492942848,2.135650748,-5.165775982,-4.634540993,103019.3994,138783.9728,9.813706278,0.570499042,15.93096997,-4.80376751,27.13214466,-3.191172058
1.78,456.4294745,14.45007322,-1913.0117,4.73754866,1.506507325,11.17367309,-4.669392593,260.0940843,1.477015362,2.119543027,-5.207552601,-4.669392593,103028.1961,138499.0371,9.813705619,0.566784925,15.8730376,-4.83830299,27.07723984,-3.199150123
1.79,459.0206516,14.51812816,-1913.227152,4.765373834,1.502445799,11.0871844,-4.704713793,260.1077704,1.461198623,2.10331279,-5.249848217,-4.704713793,103036.8117,138217.2389,9.813704955,0.5631418,15.81410359,-4.873284502,27.02131823,-3.207247142
